income,family_size,spending_score,expense
190296.28,1,4,55203.76
91971.13,5,9,42917.28
41100.92,7,7,27045.02
110670.68,1,8,38238.1
175224.44,5,3,56044.56
147783.85,6,4,48762.41
162279.42,8,9,57865.71
133462.76,8,10,52139.69
139993.93,2,8,42167.47
170593.15,8,4,55724.32
53685.26,1,7,22833.61
100437.87,7,2,36582.05
48135.84,2,6,18107.5
197595.26,8,6,66158.93
189091.57,3,2,50642.34
12688.23,4,6,14656.0
142587.16,6,8,50810.42
185423.42,5,4,57365.19
40212.19,4,5,20200.45
115749.32,2,8,33702.57
183520.22,7,3,57548.88
11619.47,8,10,21433.91
140996.95,4,9,46467.43
62983.06,5,4,31066.46
185257.26,2,6,55903.03
194356.36,5,2,58159.26
189131.97,3,8,60359.52
97471.77,7,3,37524.92
173098.32,8,3,59452.62
169687.13,7,5,58277.73
67224.59,5,1,27615.7
166638.52,4,4,47732.36
12216.49,1,1,10653.54
121272.63,2,7,39710.05
49851.72,3,9,25036.4
28510.54,1,4,14498.49
20005.87,8,6,20222.52
140776.31,1,3,39028.44
71275.62,8,4,32377.24
146329.52,8,5,50831.26
17744.49,1,3,11278.03
66481.62,2,7,27463.38
110200.8,2,5,35758.04
159191.02,7,10,55033.09
67156.74,7,4,33168.63
127048.82,1,3,38299.8
177765.66,7,1,56357.91
125093.32,5,7,43890.5
50427.1,5,7,26770.81
9758.15,1,2,10961.89
174669.28,7,5,58854.97
9147.54,8,9,18015.23
175566.83,5,7,56821.84
108142.74,1,9,38159.77
188118.2,2,8,58024.84
160762.73,6,2,52199.79
199597.15,5,10,65945.15
73388.8,7,1,33043.74
154601.72,3,3,50302.5
83376.53,2,3,29144.88
98575.75,6,8,38219.07
127363.57,1,6,40890.04
175367.04,3,3,52430.13
196896.28,6,6,64163.43
154813.32,3,3,41763.59
86464.52,8,1,34094.63
87164.62,2,3,28516.57
148828.55,3,1,44296.88
51561.54,6,1,24332.32
26542.45,8,6,21153.84
74151.32,5,10,34646.88
61011.6,3,7,25904.08
62780.08,3,7,26324.5
50553.51,4,10,25724.76
13208.17,3,4,12540.68
8485.42,3,5,6883.84
197605.87,5,1,58710.86
88415.76,3,8,32549.47
79943.7,3,4,27321.91
137531.22,6,1,45694.89
47559.51,2,9,24560.0
190242.43,4,2,56056.98
158337.28,3,4,45520.61
22435.15,1,2,8302.54
86428.25,4,2,30306.82
176428.07,5,9,61596.33
189222.74,3,2,58861.52
96143.29,8,4,41343.32
124615.22,6,7,47204.6
37571.62,2,10,25008.99
198277.88,2,2,53915.47
50175.98,5,1,22513.76
188832.7,7,8,64724.26
131681.1,5,7,46460.05
123508.68,1,4,39643.17
104974.26,6,4,36603.6
49980.61,5,8,26050.72
39422.97,8,2,21336.48
47994.81,8,2,25775.32
41355.46,5,9,27407.32
157018.97,4,7,48603.17
73274.43,3,10,31776.79
16279.32,6,9,21704.73
193975.01,1,3,51538.68
177338.25,7,4,56316.55
185911.7,1,6,58903.7
199007.03,7,1,60168.34
38909.57,6,9,26507.8
82267.19,7,2,34838.53
152856.5,1,10,50946.9
140724.02,3,2,42143.21
35009.7,5,10,27599.02
164087.46,5,6,57914.51
48765.91,4,1,18004.64
48644.43,8,3,27519.79
109710.01,7,9,47890.41
120623.29,4,9,45731.21
118116.81,8,9,47807.09
22839.93,1,2,12290.46
176104.87,6,6,60662.79
56792.01,8,8,35547.9
30255.41,3,10,21747.77
178305.88,5,2,56410.41
191352.04,3,8,63344.38
173114.89,6,3,54591.87
162855.63,8,6,57324.91
132772.19,7,4,46320.64
112417.19,7,2,39796.82
21962.42,5,5,17274.8
84648.38,3,10,37022.63
77674.26,8,6,37812.35
55651.99,3,7,23712.53
146066.92,1,10,49357.24
101695.77,4,9,39194.93
20804.01,8,6,24812.74
47935.72,2,5,20422.51
138235.46,3,8,45899.7
19845.52,6,2,17326.48
170985.35,2,8,53610.19
101553.57,1,8,31154.02
98714.38,3,4,34477.42
120519.52,1,8,42001.04
165812.79,2,4,49604.79
72822.8,5,6,30693.26
137213.15,3,10,47171.36
115317.73,1,8,34917.26
57070.51,6,7,26386.48
176332.85,2,9,56607.83
160498.07,3,6,49577.1
133398.11,7,7,48924.7
170863.44,2,3,48706.87
174122.37,6,7,59400.48
143130.78,7,9,53508.63
168217.6,5,6,56430.55
141006.94,3,6,43204.42
137627.45,1,8,43124.01
125629.22,1,10,44750.37
151779.74,7,6,55641.96
35928.0,7,10,28002.49
176769.8,7,6,56255.78
175009.49,1,2,51584.81
10703.22,1,2,6107.44
166034.27,3,2,53061.08
30129.62,5,1,17182.34
70348.18,5,1,29357.97
149984.11,1,10,48893.57
36348.18,7,3,20877.66
164503.57,6,9,59890.96
167266.16,8,6,54266.42
103956.21,7,4,36696.21
6245.24,1,8,11653.27
60972.44,1,2,19603.48
125300.75,1,3,36307.86
196331.3,3,9,64911.68
128203.64,5,5,40382.06
55661.7,4,9,29795.17
128631.11,4,8,44845.5
110297.15,5,6,38568.09
157069.85,6,9,57412.06
25861.22,6,4,20392.35
153400.44,1,9,51723.22
110546.98,4,8,44527.58
192783.44,3,8,58446.7
71665.07,1,8,27717.78
128361.27,5,3,44869.67
186745.48,5,2,58282.37
24989.4,2,3,12423.93
187759.56,3,10,62892.1
139137.72,3,5,44941.78
18228.23,2,6,11548.71
63687.9,6,4,27515.91
143093.56,2,2,40963.86
18133.37,2,4,11698.04
118523.24,6,6,43175.81
72447.2,7,2,30729.57
126078.53,7,7,50646.08
13919.7,6,7,19228.58
174949.68,8,1,55851.48
194830.35,6,1,57420.53
193931.18,8,2,62629.76
151182.11,7,2,50368.01
30366.82,7,4,23804.02
152861.32,3,5,46628.61
9794.45,2,9,13507.3
9314.09,7,3,15157.56
68103.99,3,10,29297.42
100285.42,6,10,41084.92
155229.45,2,1,42231.35
138242.6,4,2,40381.13
91951.03,6,6,39181.42
58357.2,5,9,29263.49
199439.28,3,5,58506.14
88105.35,1,4,28712.19
93020.47,1,2,26879.09
36906.65,2,4,18300.94
159987.86,8,2,53342.57
140268.03,7,6,51462.57
48050.07,8,5,24187.52
21064.3,7,5,20483.57
137697.36,2,1,36792.58
132629.69,3,10,48746.6
58285.61,4,1,19211.75
190418.39,1,9,59782.46
34456.29,7,8,23292.38
89305.29,3,8,31823.24
189005.1,6,10,66613.81
86846.83,1,10,33868.16
129512.56,5,6,43216.23
82530.91,2,7,30062.96
58471.96,6,8,26695.93
196875.64,3,3,54976.82
84820.13,2,5,29132.07
179349.34,3,10,58582.61
49841.15,8,9,24922.98
46555.42,7,3,23266.29
11071.15,2,4,10342.28
132075.03,2,3,39514.76
76862.64,3,4,27168.23
173549.86,8,6,63570.09
97275.93,5,4,34848.37
193797.72,8,7,65409.5
41177.48,1,5,15025.9
174381.52,3,10,64678.44
156436.39,6,10,56541.95
155329.76,5,9,50645.0
169732.73,4,9,55894.62
153399.68,6,2,48378.19
127112.96,2,7,39974.51
30592.75,2,9,18411.98
11342.61,1,6,9382.77
184565.33,1,2,51627.32
125246.81,8,10,51233.23
160324.77,6,1,48415.1
98896.86,7,4,38639.14
27875.1,2,8,17773.05
29411.23,8,5,22912.15
138685.23,2,1,43103.15
88909.65,3,7,32236.78
44102.32,1,2,15061.99
100860.94,3,10,37329.82
17520.74,3,1,8874.01
118484.42,7,1,38827.72
57453.71,2,1,18838.92
160524.02,1,5,46218.47
65520.58,5,1,26256.32
93767.93,7,10,39249.76
7266.01,1,7,9095.24
19127.14,3,1,11705.85
81536.24,3,8,31512.36
98588.07,2,8,35147.86
122004.01,4,5,40764.4
61874.2,1,1,19285.56
140521.47,7,10,50948.98
172723.87,5,2,52957.92
157070.94,8,2,51390.02
12725.67,1,4,8860.04
98698.85,1,5,32349.12
25461.38,3,4,16701.05
52198.78,6,1,26127.66
197399.21,7,7,63445.72
32786.63,2,8,15201.2
102283.19,5,9,41609.17
125540.37,8,5,44911.69
141980.67,5,5,50086.77
114131.49,8,8,48275.03
6905.32,8,10,19734.16
68659.96,1,4,22023.26
105953.77,1,1,27572.59
22133.97,6,2,18346.96
73372.25,7,5,30808.81
11474.61,6,2,15644.35
20322.81,7,6,18919.36
82400.04,8,4,35174.01
30879.57,5,9,25671.85
115670.47,5,8,41516.36
139445.67,7,10,53301.89
161114.41,4,2,47142.05
44029.3,4,6,22642.62
37659.1,8,9,26841.16
25390.73,5,8,22346.42
129103.9,2,6,40252.66
142762.77,4,1,42106.98
11159.3,3,8,15804.35
187561.39,8,1,59912.07
15134.4,7,9,26120.18
110552.79,3,9,40864.44
143266.8,6,1,41816.9
174838.98,7,9,60637.29
144246.95,3,2,43696.12
161336.98,1,8,46591.62
71192.79,7,9,34523.97
163890.9,4,7,55733.55
20622.4,6,3,17255.99
179489.25,6,2,55678.76
111780.51,1,2,34695.68
164373.07,2,4,48144.93
93202.07,5,5,35168.37
130497.65,5,7,44681.84
107648.52,2,9,40866.57
147659.96,7,9,52671.38
20917.85,4,9,20471.0
16768.66,6,10,19132.66
53185.13,2,8,22637.84
36111.21,6,9,28005.47
174997.8,5,8,56354.81
47746.73,5,2,19740.29
195293.72,6,2,59409.02
70694.68,2,8,26471.68
40512.99,1,2,15259.38
158991.21,6,3,51040.66
133448.02,2,7,44461.16
102148.16,1,4,31784.6
113295.89,4,9,43649.57
145244.35,6,10,55331.78
49548.67,5,10,28395.06
199285.11,3,8,59941.2
195084.67,3,5,60389.46
131813.51,8,4,50857.25
43910.78,8,2,24418.61
137644.51,5,10,48194.83
19078.69,8,2,17493.91
10977.24,2,4,11483.76
55248.16,7,4,27752.8
95211.48,6,5,37136.65
174313.14,6,2,51797.95
146797.97,6,5,51186.59
149827.77,5,2,47796.84
87971.2,7,2,30001.44
72457.32,7,3,31782.89
77352.56,2,2,26934.0
197591.66,2,3,52716.98
12821.29,5,9,22149.73
174071.14,7,10,64233.5
117841.7,3,2,38190.77
90530.01,5,9,32074.4
146425.24,6,7,52342.14
99900.44,7,1,31437.88
175317.53,2,1,49307.93
180636.86,4,2,51080.24
87235.58,8,1,30781.1
58981.42,6,9,27811.89
120508.31,3,8,39086.0
182910.85,7,9,65568.85
46079.13,8,3,25244.0
126478.48,7,4,47778.93
128154.24,7,6,47064.21
147957.04,8,3,48244.95
30655.7,7,8,23480.56
144585.87,2,8,46063.41
182261.34,3,7,58649.6
40038.21,1,3,12880.77
51320.95,5,10,29299.82
194422.04,5,10,62503.1
40290.51,8,6,24691.64
171605.09,3,4,49081.75
100994.18,1,8,34364.76
53210.06,8,10,30949.21
174796.23,8,6,62225.11
91834.52,6,7,37911.79
105389.38,4,7,34472.99
75050.51,4,8,33756.1
120625.42,4,7,42163.1
36887.16,3,3,18397.85
81260.9,2,9,32559.45
194035.4,8,6,65953.95
55336.02,5,4,25510.22
133063.65,1,4,37328.84
68412.06,1,5,29723.53
155827.26,7,5,49824.51
30520.36,8,10,24564.27
194115.1,4,3,56798.34
93488.96,6,3,36867.66
51029.84,4,3,20022.45
19331.87,7,2,15624.37
38102.79,7,2,21531.02
106355.92,6,8,43358.44
70715.62,7,6,35840.05
166632.26,1,1,45701.39
89023.07,5,7,36668.81
53499.28,1,9,20867.74
125343.27,4,7,44184.61
142821.56,4,1,39844.85
37573.17,3,4,14389.79
37685.75,4,7,18542.37
12150.93,3,10,19946.48
148598.39,5,1,48545.39
134441.88,4,10,43361.53
97553.02,7,7,42344.34
169613.24,4,1,50379.4
162105.68,8,3,53776.92
119144.1,1,9,38624.77
174312.9,4,3,53800.83
45139.04,5,10,26736.74
26824.33,7,10,25335.45
57601.17,6,2,22242.48
16131.94,2,4,14576.78
108578.06,1,6,31530.09
187638.11,5,3,57000.98
12671.99,3,3,13455.15
28811.43,7,2,18265.83
93178.81,7,1,36427.96
187105.63,1,10,56004.64
66650.44,4,7,27730.81
103910.79,1,5,36550.98
13106.71,3,8,16126.8
33926.92,6,9,27945.61
197392.87,2,3,56095.02
193198.15,6,6,64041.81
5963.3,4,9,17161.36
190603.3,5,2,57596.99
129628.39,7,9,49517.63
174244.07,2,8,53183.58
93674.27,7,1,33555.8
105541.23,6,3,39657.07
100325.08,8,6,38571.59
135038.53,3,5,39551.81
32231.99,2,7,19609.69
10844.85,5,2,11527.0
65046.34,5,9,30035.02
142412.75,1,3,41525.25
44361.42,2,9,21261.6
136319.32,1,8,44254.87
194132.85,4,5,60398.18
23310.64,3,9,20833.27
136157.41,4,7,46017.09
91531.29,5,4,34727.39
174287.74,5,8,56231.16
39544.21,5,8,26491.82
140062.06,7,4,48830.8
168432.48,8,9,60663.71
189199.77,5,5,56841.89
138233.37,7,1,42785.45
101949.08,2,4,31463.76
125480.21,8,9,47490.34
174436.47,2,1,49475.65
116268.9,7,7,45968.67
10925.48,5,8,14931.05
186535.0,6,8,66915.35
139457.72,4,10,49603.04
136920.11,3,5,42832.36
47056.65,3,3,20550.7
133482.67,6,6,41139.08
81803.56,4,2,23383.23
131990.43,4,9,49626.05
25785.64,4,2,15758.07
133279.83,8,8,54296.01
199885.68,6,1,58242.46
14401.35,3,7,15603.73
195548.97,3,1,56041.73
84347.05,8,5,36617.04
174796.92,5,5,55532.06
157565.17,5,10,59112.79
115568.17,4,8,44587.26
148997.6,2,1,40914.66
176310.53,6,8,59907.14
83807.36,2,1,24682.85
68771.47,1,4,21829.6
135180.71,7,5,47926.47
162529.96,3,5,47754.23
153645.6,8,6,55564.88
160573.66,2,5,47434.58
89938.75,7,9,41861.46
164477.67,1,4,49564.31
28440.77,8,2,21223.94
111175.37,3,4,35151.17
6122.94,4,3,9273.85
68294.24,4,8,29055.47
76460.0,5,2,28982.03
82253.67,1,9,31134.48
140616.11,1,4,43697.36
80768.83,1,6,28822.74
92495.26,1,8,30822.04
51321.11,8,8,31587.98
77784.1,8,5,36684.79
49317.58,5,8,25613.77
19273.21,6,10,22935.95
122672.48,5,7,44447.36
135301.5,8,3,51948.93
125800.62,4,10,47960.42
95381.34,7,7,41329.22
79058.23,7,10,37923.76
173350.06,4,2,54125.42
106220.95,2,10,39959.99
98440.47,8,5,42189.1
10000.2,8,4,18234.79
71543.33,6,8,34314.84
79138.15,1,6,28941.44
82770.44,7,9,39114.71
118133.61,1,4,39209.33
109052.5,8,5,40641.99
123541.49,1,2,35385.3
154152.24,8,6,56547.3
163532.22,5,5,53284.26
145034.0,6,4,52300.73
191327.12,1,1,50458.85
8555.35,1,5,9183.45
43176.71,4,4,17937.46
6474.76,2,3,8066.47
131257.57,7,9,51370.65
180115.96,7,7,59329.54
52479.05,8,5,28917.81
185771.74,6,5,60272.39
16752.14,5,10,17079.71
187215.03,5,9,58625.85
73566.42,3,9,30174.66
24777.06,1,10,17977.23
99744.99,1,1,28319.11
55071.43,1,10,24664.0
60550.22,2,2,23968.18
64921.54,1,10,29226.23
161590.05,5,5,51604.81
110136.45,6,8,45390.67
65705.0,4,9,25823.43
124015.09,8,4,49207.3
144649.38,4,2,44312.71
58161.68,3,7,27759.79
85642.07,2,3,31629.66
28767.79,2,8,16400.6
40324.12,8,6,26441.8
137817.98,6,3,45306.99
40380.48,1,10,18496.48
107406.86,3,3,34238.76
143264.02,4,8,48588.69
25841.0,1,6,13683.06
115625.88,8,10,47622.57
55029.74,2,8,23621.43
192770.74,1,4,58719.1
99291.4,4,2,33932.61
162168.55,3,4,48355.95
112294.18,7,1,37701.42
13465.44,6,2,11972.34
128464.52,6,6,46575.32
190523.65,5,8,63766.34
122314.3,1,8,37935.9
164741.83,6,5,54341.54
177420.26,6,5,57089.57
49475.56,2,7,21493.84
46348.74,3,5,22389.18
124141.29,6,1,40396.82
85150.55,7,10,41952.64
168772.95,1,8,50126.01
180504.51,2,8,58070.11
73917.17,2,3,23930.63
51189.76,8,5,28653.31
157202.48,3,3,48668.12
58587.18,2,9,25597.21
165409.79,2,8,52310.26
87628.96,4,10,35969.66
135172.23,7,4,50483.12
23629.39,5,6,19326.76
126652.57,7,10,50322.55
93094.7,3,8,32574.93
119388.65,4,4,39381.81
37762.77,5,3,20848.87
148690.38,8,4,56546.38
173245.43,6,5,60123.07
47264.26,8,7,25627.66
23664.34,8,3,20427.81
9609.52,1,3,7026.27
130184.44,4,2,37274.99
123383.34,6,1,39505.52
111606.0,6,3,37446.86
50229.68,6,4,24570.87
81226.67,5,10,36596.87
120922.89,2,5,39497.37
101869.54,6,10,43709.46
197618.18,6,4,66669.09
31605.75,8,1,20366.05
140553.19,3,4,42503.8
83842.16,4,4,31570.16
88498.92,1,1,25540.54
144931.56,8,9,60320.28
140025.05,7,3,48820.56
198294.92,4,7,66174.65
30036.89,2,1,11788.87
25301.38,7,1,13979.55
146246.07,3,1,45647.98
117785.45,8,6,44220.57
58461.33,4,7,27890.93
20486.78,4,7,15984.57
21703.36,2,5,11493.17
179367.22,6,9,62095.32
42414.13,7,8,28363.02
68057.45,3,8,30163.07
49198.0,2,4,16954.19
74224.28,7,3,32478.6
18537.65,2,3,8485.7
106216.66,5,1,37720.3
18184.45,5,9,18250.24
161069.52,7,4,57807.7
50573.86,5,4,22380.87
110302.32,5,10,44863.66
176615.42,4,7,55453.14
131921.09,4,6,44137.56
108926.77,6,6,39652.55
68245.08,6,1,27189.87
69935.37,2,7,27872.77
135549.96,3,3,44920.24
198857.18,5,3,60877.92
134058.64,2,3,40449.95
113767.77,7,5,43438.94
147476.85,6,4,50320.7
95715.09,3,5,34299.43
16727.76,2,7,15094.56
114647.88,5,8,45882.6
191736.93,8,5,61621.53
39184.07,5,10,28410.73
139550.95,4,5,45032.03
44182.07,8,10,31078.97
109486.4,1,7,35728.66
23851.91,8,10,25793.14
92822.33,1,2,28698.96
152451.85,8,4,53074.01
72776.45,5,7,32927.51
134657.79,2,9,43421.4
160112.74,4,6,49507.62
185799.67,3,6,56381.15
50755.21,2,6,22889.51
82866.6,2,9,30379.41
34721.12,1,10,23117.8
198534.28,4,8,62594.51
185765.19,8,8,61890.65
110291.64,7,1,40091.33
169196.49,5,2,55615.19
106586.81,5,6,42380.27
126599.21,5,8,49179.44
22379.26,8,9,23143.95
152277.73,6,8,57459.85
29904.13,2,2,16553.98
166083.19,3,6,51900.63
157495.48,2,6,48551.9
143205.22,5,1,42517.84
12051.27,3,6,14990.61
64110.03,7,9,37276.49
56306.95,7,2,24141.15
75226.6,1,6,22472.5
22090.34,1,8,16771.12
187706.78,7,1,60257.99
112991.44,3,2,35747.86
64577.24,4,8,28010.47
82411.4,6,8,34932.2
92204.5,1,1,26144.55
122115.9,2,6,38375.45
105557.49,8,8,42717.42
184281.43,5,1,54735.55
101907.88,1,2,31797.06
198470.81,3,5,59293.52
171027.87,1,5,52873.54
45659.55,7,10,26309.64
186466.07,3,4,56005.58
27691.45,6,4,19369.45
164402.69,3,8,50307.97
79221.54,4,6,30662.22
176204.99,7,1,54870.85
174271.05,6,4,56667.73
162155.45,8,4,52898.56
159055.94,1,8,46099.32
64412.43,5,2,24426.73
20779.26,8,2,18819.55
83581.13,1,7,31181.07
38837.28,3,2,16195.33
140515.46,1,5,43821.22
72489.45,6,5,31662.77
195243.99,5,3,56951.95
129989.56,4,1,44772.75
165383.71,8,3,56123.79
30842.31,8,8,26997.03
173092.82,8,8,58175.38
184937.65,4,4,54586.78
99977.07,8,10,40825.84
123219.32,8,1,44497.71
154137.91,4,4,48717.43
39093.53,3,9,18662.67
103000.38,6,10,40213.21
82739.29,2,8,29641.76
33542.93,8,3,18978.35
76669.21,3,2,23981.94
18293.6,7,4,16292.86
10033.32,5,4,15182.21
31357.43,4,3,17084.7
192807.45,3,4,59635.61
112158.26,3,4,36506.88
193335.32,8,5,65317.69
89337.09,4,1,30576.04
65804.15,6,7,32591.82
103697.66,1,8,31829.65
90704.78,5,3,30445.88
25604.61,2,4,10963.18
129961.13,2,4,40514.05
47127.45,6,2,19851.25
125819.65,5,6,41451.21
131789.21,3,10,45096.57
34644.85,4,1,17115.29
16963.18,4,5,12918.06
157248.51,5,8,55219.45
94661.08,5,5,39349.01
16341.94,4,4,10487.91
198998.93,4,7,62905.59
16267.21,5,2,13533.46
140531.87,3,1,41701.47
196817.39,2,7,56843.67
51640.12,2,3,18321.75
32738.63,8,8,30754.29
28670.06,7,1,18555.68
64138.65,1,10,27294.76
24703.93,5,2,15784.7
139971.46,7,5,48619.35
17146.9,1,2,7410.82
104337.31,1,10,36625.48
199355.89,8,9,66904.5
163724.2,6,10,58496.83
124967.79,2,3,42589.78
64719.46,4,6,27011.98
126659.69,4,2,40495.05
107773.09,8,8,42919.44
88086.26,8,1,30193.05
30488.52,4,2,15012.51
177887.82,6,6,59681.83
92708.01,5,9,36621.61
42951.39,2,2,17838.68
76713.07,6,5,29663.28
85755.3,7,10,41545.86
166369.89,5,5,52435.93
148054.8,8,4,51993.56
155014.45,7,9,56077.05
7151.1,5,6,16621.83
86150.03,3,6,32221.01
98862.11,4,10,38672.26
8742.49,3,3,10083.27
55663.58,3,8,27260.34
153256.52,2,1,46697.94
31736.39,4,10,24325.26
109385.48,8,6,43339.7
46964.37,6,1,21064.76
7363.55,6,6,17678.75
52034.28,1,10,23104.62
195295.38,8,5,62394.17
161299.74,3,1,47458.45
192117.45,3,5,58317.71
100131.54,1,2,29793.91
26398.56,8,10,23980.27
111852.1,1,4,37493.27
93603.58,2,1,25397.37
169649.63,3,9,55106.62
24126.1,3,5,18045.8
100207.02,2,10,38204.51
34259.49,6,9,29325.46
68311.81,6,8,33419.29
148784.63,1,7,47480.02
97823.54,3,3,32307.9
78298.22,1,4,26616.38
81922.87,7,6,39950.61
94592.12,6,6,35628.58
158078.23,5,8,53848.99
178956.51,7,3,55946.14
191290.26,3,8,57458.86
158446.16,5,5,50791.55
66504.34,3,4,24699.14
139186.27,1,6,40252.46
90332.61,5,10,44621.42
54660.77,2,1,19196.15
168969.96,4,1,48738.57
12493.14,6,9,21147.64
180843.59,2,10,57100.6
94988.11,2,9,34335.18
129254.29,5,5,48985.33
133574.01,5,7,46029.17
179547.96,2,2,49619.24
129150.59,5,3,40887.07
124717.05,2,10,44078.55
17997.15,7,6,17217.54
106089.56,6,5,39913.28
34282.96,3,5,15650.07
148799.58,4,6,47856.2
104883.27,3,1,35487.24
137644.42,5,5,47511.41
13126.22,2,3,11126.13
21534.44,3,5,12310.92
144683.06,2,1,42316.43
19056.45,3,5,10428.44
18895.06,1,7,14220.82
7361.15,1,4,6561.7
191517.77,1,7,53117.2
148814.13,4,1,42529.87
73884.02,3,4,23007.04
62824.44,6,3,26508.07
73192.13,5,10,34169.79
156057.44,3,3,47887.92
133967.27,6,7,41097.5
41113.14,8,10,30340.95
38951.32,7,5,20673.09
24187.15,2,9,16412.13
133759.03,7,10,47284.79
154052.67,3,10,51086.0
56684.05,3,7,26108.92
9084.27,1,7,13500.25
21023.48,7,10,25753.99
193732.71,7,10,67154.96
62611.73,2,10,32606.63
154998.51,3,3,50206.67
126809.4,4,8,45158.35
79478.23,5,1,28388.24
45109.02,1,8,22643.19
28670.35,3,3,13354.21
124927.53,7,3,38901.39
156053.59,2,1,45830.73
130561.33,8,7,54431.38
108408.92,7,6,43135.46
13180.49,1,1,8434.79
193855.31,1,1,53707.82
160749.27,7,6,53525.95
62100.3,6,1,29803.23
196094.21,7,7,65660.43
122366.91,3,3,37807.09
118572.42,6,1,39591.69
150874.27,7,10,57096.25
163295.11,8,5,58511.64
133013.33,2,8,45546.75
29978.67,2,5,12474.49
70962.16,4,4,28179.45
185976.31,1,7,54824.18
48800.04,4,6,20852.93
77572.57,7,2,30548.14
89254.99,7,3,34725.03
90683.97,8,7,41969.82
124523.22,2,8,40182.05
188899.79,5,10,60544.74
51935.08,5,9,27636.53
28692.77,8,8,22694.34
43506.75,8,7,28224.07
177950.36,5,7,55236.57
130933.11,3,10,46112.43
60751.82,8,7,27941.34
164109.65,3,6,50192.79
172967.15,7,7,58741.32
170070.3,2,2,44387.74
184190.67,4,6,57275.98
54187.0,6,7,29659.37
152233.18,7,5,50121.96
94805.2,3,8,38285.47
169189.72,2,4,53656.3
147055.68,5,7,50846.78
156407.25,6,3,52554.29
132951.56,5,2,41118.94
39598.61,1,9,17171.29
111280.25,4,8,43181.73
197010.6,2,4,56846.81
187790.67,7,3,61210.9
13418.88,2,8,14979.58
37138.89,6,10,27086.62
30687.11,5,7,22423.78
146566.08,3,6,46596.36
164468.14,3,1,46850.71
46634.72,2,4,20366.27
103641.28,6,4,38625.32
168937.09,7,5,54415.41
147896.3,3,8,44603.73
110736.26,2,8,37966.8
120117.8,8,3,41444.87
104130.31,7,4,41797.62
63021.95,8,9,34192.83
115179.29,1,7,38580.38
139332.63,3,3,40780.36
175297.97,1,4,49339.69
129076.81,6,10,52155.67
153418.7,4,8,53782.86
36213.97,1,4,13390.54
95003.71,4,10,37856.82
6819.67,7,1,9487.47
53102.38,1,9,28077.79
146660.03,8,4,46990.69
198402.94,3,9,66909.15
24339.73,8,8,23384.47
83291.39,1,3,26478.15
161013.84,3,1,49410.17
44786.95,2,8,25238.69
113241.57,2,6,40852.11
147948.9,8,10,54004.92
125117.16,7,1,46149.88
41664.82,4,9,20760.62
74299.99,5,8,30898.74
157839.4,6,10,55415.37
113074.17,1,8,39639.13
6019.77,3,3,9835.89
153393.2,5,4,51811.52
11885.71,2,4,10109.87
150418.09,3,5,45763.5
44483.71,8,10,28683.2
191824.33,3,8,57886.3
76748.45,5,10,35973.09
68751.67,3,2,21588.76
34033.17,5,1,15749.6
64592.82,1,1,18238.18
175946.9,1,8,53809.17
199285.2,1,6,62133.79
76820.36,2,8,27177.99
92479.07,6,9,41577.84
145803.83,5,5,50356.84
177808.18,1,7,56070.79
120643.65,2,1,33672.0
81347.51,2,10,33035.3
85461.26,8,8,38650.81
140645.54,6,8,49257.79
5627.56,2,2,8266.42
125819.92,1,2,37593.26
74321.14,3,6,32197.64
159868.48,6,1,49682.47
23133.17,1,5,14084.51
119699.44,7,8,44006.8
98789.71,6,8,38458.84
130253.48,6,9,47913.03
17646.45,2,8,12729.23
118096.84,8,10,52724.75
114489.49,4,8,41225.82
114328.72,1,4,36238.55
122680.09,1,1,35826.6
136911.25,7,4,51261.38
161972.85,3,6,51051.56
57615.04,8,2,27209.26
165884.63,1,5,49892.72
102159.86,1,10,37086.09
20026.36,2,6,14202.63
16417.43,8,2,18788.36
70176.47,6,3,31802.52
158054.91,8,1,55222.85
142997.78,6,9,51790.66
158779.92,8,5,56888.03
105867.47,6,5,38574.89
90838.8,6,5,36561.63
33753.24,2,7,19429.8
68997.59,4,3,26813.81
89633.78,6,10,37360.61
22277.08,8,8,23908.57
48019.33,6,1,23033.54
121653.93,2,5,37941.85
148454.31,6,7,52758.38
199677.76,6,3,60080.09
186957.1,5,2,58789.46
130300.21,6,5,43181.41
87143.37,7,6,36359.85
129054.59,3,2,40478.1
158202.07,1,4,49073.0
28075.56,1,9,17043.18
84931.45,5,6,36215.15
168761.45,8,8,57747.89
79847.43,3,7,33110.66
116515.09,5,3,42067.07
119615.03,5,4,39770.54
40972.87,6,5,23568.62
75635.91,3,4,27603.79
70229.7,7,6,30818.87
10108.36,1,2,4560.58
9717.39,1,9,8892.95
167180.92,3,9,55595.36
58248.81,2,1,15869.9
106025.36,6,10,42803.94
63251.49,3,4,21839.45
188432.45,5,3,56777.03
55562.87,5,5,24282.83
88783.08,7,6,33700.62
175182.4,7,7,63070.84
169177.05,1,2,45571.45
41289.78,7,6,25133.13
161515.45,7,3,55615.98
94346.44,3,7,35363.22
99178.93,3,2,34827.31
31028.59,1,2,13486.85
20717.3,5,10,23477.79
146948.16,8,6,54916.53
101809.92,1,3,30257.04
90185.89,4,3,33382.4
147254.1,6,1,46756.5
154275.02,5,10,55540.1
35987.09,3,3,12713.69
123993.9,2,8,42575.02
31394.05,2,1,14212.53
151518.14,2,2,43726.85
133106.26,8,10,52391.76
191539.85,3,10,61509.67
